plant_id,lon,lat,province,region,E_Mit_Mt_tCO2eq_per_yr,avg_E_Mit_cost_usd_per_tCO2eq,total_mitigation
147,119.63,31.9,Jiangsu,East_China,0.153355,11.65,52.50492
103,118.61,34.25,Jiangsu,East_China,0.174815,11.808,52.679735
43,119.9,33.93,Jiangsu,East_China,0.221981,11.916,52.901716
281,117.43,37.29,Shandong,East_China,0.120562,12.221,53.022278
30,114.43,35.1,Henan,Central_South_China,0.240663,12.248,53.262941
2,116.34,34.03,Henan,Central_South_China,0.30411,12.25,53.567051
460,120.76,37.07,Shandong,East_China,0.088828,12.349,53.655879
127,113.2,33.26,Henan,Central_South_China,0.168926,12.434,53.824805
210,118.77,32.96,Jiangsu,East_China,0.13034,12.473,53.955145
308,120.8,37.57,Shandong,East_China,0.110999,12.537,54.066144
82,116.11,36.25,Shandong,East_China,0.191678,12.59,54.257822
250,124.28,43.28,Jilin,Northeast_China,0.135104,12.664,54.392926
375,116.64,30.32,Anhui,East_China,0.096335,12.667,54.489261
431,125.39,43.7,Jilin,Northeast_China,0.097973,12.702,54.587234
394,126.89,47.33,Heilongjiang,Northeast_China,0.103182,12.784,54.690416
462,116.38,28.1,Jiangxi,East_China,0.082943,12.961,54.773359
223,113.17,30.24,Hubei,Central_South_China,0.130505,13.114,54.903864
399,122.07,42.29,Liaoning,Northeast_China,0.101336,13.291,55.0052
439,114.78,35,Henan,Central_South_China,0.092593,13.508,55.097793
95,115.57,32.7,Anhui,East_China,0.185356,13.533,55.283149
358,114.3,33.13,Henan,Central_South_China,0.104407,13.811,55.387556
266,120.26,37.26,Shandong,East_China,0.126116,13.9,55.513672
271,115.8,36.5,Shandong,East_China,0.123742,14.095,55.637414
63,114.2,32.67,Henan,Central_South_China,0.212583,14.225,55.849997
139,114.34,33.87,Henan,Central_South_China,0.162451,14.305,56.012448
41,115.12,32.78,Henan,Central_South_China,0.235269,14.57,56.247717
396,112.51,31.42,Hubei,Central_South_China,0.095763,15.079,56.34348
379,118.15,31.89,Anhui,East_China,0.09622,15.23,56.4397
66,118.18,34.59,Shandong,East_China,0.209039,15.392,56.648739
146,112.91,30.66,Hubei,Central_South_China,0.156778,15.399,56.805517
381,118.54,32.36,Anhui,East_China,0.097289,15.471,56.902806
122,117.19,32.99,Anhui,East_China,0.17131,15.647,57.074116
325,127.06,46.64,Heilongjiang,Northeast_China,0.114621,15.757,57.188737
86,119.12,33.86,Jiangsu,East_China,0.18565,15.878,57.374387
449,125.84,46.87,Heilongjiang,Northeast_China,0.096683,15.926,57.47107
304,114.28,32.18,Henan,Central_South_China,0.115068,15.971,57.586138
20,115.93,34.31,Henan,Central_South_China,0.253682,16.246,57.83982
121,119.47,34.24,Jiangsu,East_China,0.17125,16.535,58.01107
413,119.32,35.69,Shandong,East_China,0.095102,16.669,58.106172
220,112.38,33.11,Henan,Central_South_China,0.133912,16.745,58.240084
441,117.75,31.22,Anhui,East_China,0.088922,17.223,58.329006
300,119.64,32.99,Jiangsu,East_China,0.111956,17.319,58.440962
450,123.37,39.98,Liaoning,Northeast_China,0.089704,17.598,58.530666
53,120.44,33.14,Jiangsu,East_China,0.213201,17.615,58.743867
234,115.18,37.52,Hebei,North_China,0.137542,17.655,58.881409
138,121.75,37.2,Shandong,East_China,0.15594,17.803,59.037349
166,118.61,34.72,Shandong,East_China,0.150195,17.822,59.187544
16,115.24,33.73,Henan,Central_South_China,0.25827,17.987,59.445814
313,121.3,37,Shandong,East_China,0.109692,18.008,59.555506
186,117.91,37.17,Shandong,East_China,0.145832,18.201,59.701338
85,112.76,32.51,Henan,Central_South_China,0.194012,18.727,59.89535
179,119.16,33.28,Jiangsu,East_China,0.140761,19.043,60.036111
294,117.79,32.63,Anhui,East_China,0.115157,19.11,60.151268
238,115.64,33.7,Anhui,East_China,0.131924,19.366,60.283192
191,119.9,36.91,Shandong,East_China,0.143666,19.634,60.426858
465,116.45,28.65,Jiangxi,East_China,0.083304,19.732,60.510162
193,114.9,31.99,Henan,Central_South_China,0.13874,19.982,60.648902
80,113.17,32.77,Henan,Central_South_China,0.202075,20.139,60.850977
451,113.82,32.4,Henan,Central_South_China,0.091352,20.588,60.942329
70,119.75,36.46,Shandong,East_China,0.205824,20.648,61.148153
478,115.33,31.85,Henan,Central_South_China,0.085229,20.798,61.233382
182,116.62,32.43,Anhui,East_China,0.143486,20.9,61.376868
495,111.57,33.22,Henan,Central_South_China,0.08658,20.921,61.463448
440,130.49,46.97,Heilongjiang,Northeast_China,0.092459,21.026,61.555907
257,122.43,41.64,Liaoning,Northeast_China,0.132543,21.545,61.68845
384,114.62,34.26,Henan,Central_South_China,0.100912,21.642,61.789362
175,112.65,30.15,Hubei,Central_South_China,0.145015,21.743,61.934377
42,117.82,33.59,Anhui,East_China,0.233633,22.271,62.16801
406,116.9,32.82,Anhui,East_China,0.096463,22.45,62.264473
351,119.53,31.44,Jiangsu,East_China,0.103225,22.698,62.367698
28,114.6,32.9,Henan,Central_South_China,0.250543,22.751,62.618241
265,118.17,33.3,Jiangsu,East_China,0.12288,23.098,62.741121
426,111.87,32.61,Henan,Central_South_China,0.095499,24.597,62.83662
342,119.04,32.51,Anhui,East_China,0.103903,25.258,62.940523
113,117.69,34.6,Shandong,East_China,0.178693,25.476,63.119216
36,117.33,33.47,Anhui,East_China,0.238842,25.481,63.358058
240,119.74,35.91,Shandong,East_China,0.133503,25.915,63.491561
442,116.25,36.59,Shandong,East_China,0.092879,26.022,63.58444
117,116.79,33.81,Anhui,East_China,0.175484,26.084,63.759924
71,114.86,35.49,Henan,Central_South_China,0.206725,26.246,63.966649
259,120.18,36.5,Shandong,East_China,0.129452,26.95,64.096101
268,120.32,33.65,Jiangsu,East_China,0.124044,27.495,64.220145
430,126.57,46.62,Heilongjiang,Northeast_China,0.098143,27.574,64.318288
466,119.32,41.7,Liaoning,Northeast_China,0.091302,27.847,64.40959
153,119.03,34.44,Jiangsu,East_China,0.152859,28.724,64.562449
317,115.9,33.28,Anhui,East_China,0.114243,28.788,64.676692
329,119.17,31.82,Jiangsu,East_China,0.10749,28.832,64.784182
65,116.28,33.37,Anhui,East_China,0.216428,28.94,65.00061
67,117.39,33.93,Anhui,East_China,0.210689,28.954,65.211299
307,120.06,34.16,Jiangsu,East_China,0.114037,29.116,65.325336
433,116.82,29.3,Jiangxi,East_China,0.087806,29.266,65.413142
309,111.69,34.6,Henan,Central_South_China,0.114731,29.539,65.527873
386,122.25,37.13,Shandong,East_China,0.100822,29.623,65.628695
91,116.51,32.92,Anhui,East_China,0.192376,30.034,65.821071
455,110.8,34.53,Henan,Central_South_China,0.092932,30.075,65.914003
133,117.72,33.13,Anhui,East_China,0.1664,30.531,66.080403
488,112.76,33.43,Henan,Central_South_China,0.088372,31.084,66.168775
376,127.51,46.85,Heilongjiang,Northeast_China,0.105156,31.333,66.273931
483,120.74,32.83,Jiangsu,East_China,0.086523,32.554,66.360454
498,118.16,32.89,Anhui,East_China,0.085535,33.017,66.445989
367,126.45,44.05,Jilin,Northeast_China,0.107906,33.34,66.553895
92,115.97,33.73,Anhui,East_China,0.192944,33.653,66.746839
110,114.64,32.42,Henan,Central_South_China,0.182927,34.24,66.929766
415,123.7,43.6,Jilin,Northeast_China,0.101014,34.455,67.03078
297,125.17,44.19,Jilin,Northeast_China,0.124394,35.924,67.155174
361,126.92,44.99,Jilin,Northeast_China,0.109038,40.389,67.264212
246,125.65,44.29,Jilin,Northeast_China,0.137328,41.341,67.40154
432,124.99,43,Jilin,Northeast_China,0.098155,43.576,67.499695
79,116.79,33.32,Anhui,East_China,0.206147,44.434,67.705842
280,126.63,44.62,Jilin,Northeast_China,0.128612,45.069,67.834454
418,116.43,33.62,Anhui,East_China,0.098521,46.053,67.932975
461,125.68,42.59,Jilin,Northeast_China,0.093446,46.308,68.026421
326,126.02,44.62,Jilin,Northeast_China,0.116346,49.402,68.142767
321,124.82,43.74,Jilin,Northeast_China,0.119149,51.507,68.261916
377,124.31,43.9,Jilin,Northeast_China,0.108752,52.658,68.370668
331,125.32,44.65,Jilin,Northeast_China,0.117209,52.924,68.487877
404,124.56,44.34,Jilin,Northeast_China,0.104978,57.863,68.592855
443,124.82,44.76,Jilin,Northeast_China,0.099488,61.613,68.692343
395,126.35,45.01,Jilin,Northeast_China,0.106542,71.689,68.798885
409,125.61,45.05,Jilin,Northeast_China,0.104242,72.739,68.903127
